oasis oases
obelus obeli
obloquy obloquys
oceanarium oceanaria
Oceanid Oceanides
oceanography oceanographys
ocellus ocelli
octahedron octahedra
odeum odea
odontology odontologys
odyssey odysseys
oenology oenologys
ofay ofays
offspring offspring
oidium oidia
oilman oilmen
omasum omasa
ombudsman ombudsmen
omentum omenta
ommatidium ommatidia
oncology oncologys
oneiromancy oneiromancys
ontogeny ontogenys
ontology ontologys
onyx onyxs
oology oologys
opacity opacitys
operculum opercula
ophthalmology ophthalmologys
opopanax opopanaxs
optimum optima
opus opera
opuscule opuscula
oracy oracys
Orangeman Orangemen
orchardman orchardmen
organotherapy organotherapys
ornithology ornithologys
orogeny orogenys
orography orographys
orphrey orphreys
orthoepy orthoepys
oryx oryxs
osculum oscula
osprey ospreys
osteology osteologys
osteopathy osteopathys
otolaryngology otolaryngologys
otology otologys
otorhinolaryngology otorhinolaryngologys
outgo outgoes
outlay outlays
out-tray out-trays
overcapacity overcapacitys
overlay overlays
overman overmen
oversupply oversupplys
ovolo ovoli
ovotestis ovotestes
ovum ova
ox oxen
paintbox paintboxs
paisa paise
Paisley Paisleys
palaeobotany palaeobotanys
palaeoclimatology palaeoclimatologys
palaeogeography palaeogeographys
palaeography palaeographys
palaeontology palaeontologys
palea paleae
palfrey palfreys
palimony palimonys
palladium palladia
pallium pallia
palmistry palmistrys
palp palpi
palynology palynologys
pantryman pantrymen
paparazzo paparazzi
papilla papillae
papilloma papillomata
pappus pappi
papula papulae
papyrology papyrologys
papyrus papyri
paradox paradoxs
paralipsis paralipses
parallax parallaxs
parapsychology parapsychologys
paraselene paraselenae
parenthesis parentheses
parergon parerga
paresis pareses
parhelion parhelia
parity paritys
parkway parkways
parlay parlays
parley parleys
parquetry parquetrys
parsimony parsimonys
parsley parsleys
partiality partialitys
particularity particularitys
partita partite
passageway passageways
passer-by passers-by
passkey passkeys
pastorale pastorali
patagium patagia
patella patellae
paternity paternitys
pathology pathologys
pathway pathways
patois patois
patrolman patrolmen
paucity paucitys
pax paxs
pay pays
peccadillo peccadilloes
pecten pectines
pedagogy pedagogys
pederasty pederastys
pedology pedologys
Pekingese Pekingese
pellitory pellitorys
pelta peltae
pelvis pelves
penis penes
penman penmen
pennill penillion
penology penologys
pentimento pentimenti
penumbra penumbrae
pepperbox pepperboxs
perch perches
perfidy perfidys
pericardium pericardia
perihelion perihelia
periodontology periodontologys
periosteum periostea
periphrasis periphrases
peritoneum peritonea
permalloy permalloys
permeability permeabilitys
permittivity permittivitys
persona personae
Perspex Perspexs
pestology pestologys
petechia petechiae
peterman petermen
petrochemistry petrochemistrys
petrography petrographys
petrology petrologys
phallus phalli
pharmacognosy pharmacognosys
pharmacology pharmacologys
pharynx pharynges
phenomenology phenomenologys
phenomenon phenomena
philanthropy philanthropys
philately philatelys
Philly Phillys
philodendron philodendra
philology philologys
phlebotomy phlebotomys
phlox phloxs
phoenix phoenixs
phoney phoneys
phoney phonies
phonography phonographys
phonology phonologys
phoresy phoresys
photobiology photobiologys
photochemistry photochemistrys
photoconductivity photoconductivitys
photogrammetry photogrammetrys
photography photographys
photolithography photolithographys
phrenology phrenologys
phycology phycologys
phylum phyla
physiography physiographys
physiology physiologys
physiotherapy physiotherapys
phytochemistry phytochemistrys
phytogeography phytogeographys
phytopathology phytopathologys
phytotomy phytotomys
pianissimo pianissimi
piano piani
pied--terre pieds--terre
pieman piemen
piezoelectricity piezoelectricitys
piggy piggys
pike pike
pikeman pikemen
pileus pilei
pillbox pillboxs
pince-nez pince-nez
pinetum pineta
pinna pinnae
pipeclay pipeclays
piscary piscarys
Pisces Pisces
piscina piscinae
pithos pithoi
pitman pitmen
pix pixs
pizzicato pizzicati
placenta placentae
plaice plaice
plainsman plainsmen
planetarium planetaria
plasmodesma plasmodesmata
plasmodium plasmodia
plateau plateaux
play plays
playboy playboys
plectrum plectra
plenty plentys
pleura pleurae
pleurisy pleurisys
pleuron pleura
ploidy ploidys
ploughman ploughmen
ploy ploys
pneumatology pneumatologys
pneumothorax pneumothoraxs
podiatry podiatrys
podium podia
poesy poesys
poetry poetrys
pointsman pointsmen
pokey pokeys
polarography polarographys
policeman policewomen
policeman policemen
policeman policewoman
pollex pollices
poly polys
polyandry polyandrys
polychromy polychromys
polygeny polygenys
polygyny polygynys
polyhedron polyhedra
polypus polypi
polysemy polysemys
polytonality polytonalitys
pomology pomologys
pons pontes
pontifex pontifices
popery poperys
popinjay popinjays
pornography pornographys
portamento portamenti
portico porticoes
portmanteau portmanteaux
portolan portolanos
Portuguese Portuguese
posology posologys
postbox postboxs
posterity posteritys
postfix postfixs
postliminy postliminys
postman postwoman
postman postwomen
postman postmen
potato potatoes
poultry poultrys
pouncet-box pouncet-boxs
poverty povertys
pox poxs
preciosity preciositys
prcis prcis
pre-echo pre-echoes
pressman pressmen
prey preys
prie-dieu prie-dieux
primigravida primigravidae
primipara primiparae
primordium primordia
privacy privacys
privateersman privateersmen
prizeman prizemen
probity probitys
procs-verbal procs-verbaux
proctology proctologys
productivity productivitys
progeny progenys
proglottis proglottides
prognosis prognoses
prolegomenon prolegomena
prolepsis prolepses
pronaos pronaoi
prophylaxis prophylaxes
propinquity propinquitys
propylaeum propylaea
propylon propyla
proscenium proscenia
prosody prosodys
prosperity prosperitys
prosthesis prostheses
protasis protases
prothalamium prothalamia
prothallium prothallia
prothallus prothalli
prothesis protheses
protozoan protozoa
proximity proximitys
psalmody psalmodys
psephology psephologys
pseudopodium pseudopodia
psychiatry psychiatrys
psychometry psychometrys
psychopathology psychopathologys
psychopathy psychopathys
psychophysiology psychophysiologys
psychosis psychoses
psychosurgery psychosurgerys
psychotherapy psychotherapys
pteridology pteridologys
puberty pubertys
pubes pubes
publicity publicitys
pudency pudencys
pudendum pudenda
pulley pulleys
punctum puncta
pupa pupae
purity puritys
putto putti
puy puys
pylorus pylori
Pyrex Pyrexs
pyrography pyrographys
pyx pyxs
pyxidium pyxidia
pyxis pyxides
quadrennium quadrennia
quadruplicity quadruplicitys
quantum quanta
quarryman quarrymen
quay quays
quid quid
quincunx quincunxs
quinquennium quinquennia
quinsy quinsys
quiz quizzes
raceway raceways
rachis rachides
rad rad
radioactivity radioactivitys
radio-assay radio-assays
radiobiology radiobiologys
radiochemistry radiochemistrys
radioimmunology radioimmunologys
radiology radiologys
radioscopy radioscopys
radio-telegraphy radio-telegraphys
radio-telephony radio-telephonys
radiotelex radiotelexs
radiotherapy radiotherapys
radius radii
radix radices
radula radulae
raftsman raftsmen
railman railmen
railway railways
railwayman railwaymen
rallentando rallentandi
ramify ramifys
ranunculus ranunculi
rattlebox rattleboxs
ray rays
reagency reagencys
realty realtys
reciprocity reciprocitys
rectrix rectrices
rectum recta
rectus recti
redox redoxs
referendum referenda
reflex reflexs
reflexology reflexologys
reflux refluxs
regulus reguli
relativity relativitys
relay relays
religiosity religiositys
religious religious
rem rem
remex remiges
remix remixs
rendezvous rendezvous
renegado renegadoes
repairman repairmen
replay replays
reprography reprographys
residuum residua
resistivity resistivitys
respectability respectabilitys
respray resprays
resurvey resurveys
rete retia
retiarius retiarii
reticulum reticula
retina retinae
revers revers
Rex Rexs
rhabdomancy rhabdomancys
rheology rheologys
rheumatology rheumatologys
rhinoplasty rhinoplastys
rhombohedron -hedrons
rhombohedron -hedra
rhomboideus rhomboidei
rhombus rhombi
rhythmicity rhythmicitys
ribaldry ribaldrys
rickey rickeys
ridgeway ridgeways
rifleman riflemen
Riley Rileys
ripieno ripieni
ritenuto ritenuti
roach roach
roadman roadmen
roadway roadways
rockabilly rockabillys
rocketry rocketrys
rocky rockys
roentgenography roentgenographys
roentgenology roentgenologys
Rom Roma
roman--clef romans--clef
roman-fleuve romans-fleuves
ropeway ropeways
rosebay rosebays
rosemary rosemarys
rostrum rostra
rouleau rouleaux
roundelay roundelays
roundsman roundsmen
roux roux
rubato rubati
rudd rudd
Rugby Rugbys
rumen rumina
rummy rummys
runaway runaways
runway runways
Russki Russkies
sacrarium sacraria
sacrum sacra
salesman saleswoman
salesman saleswomen
salesman salesmen
sallee salleies
sally sallys
salmonella salmonellae
saltarello saltarelli
salvo salvoes
Sambo Samboes
samurai samurai
sanatorium sanatoria
sandbox sandboxs
sandboy sandboys
sanitarium sanitaria
sanity sanitys
sannyasi sannyasi
sarcoma sarcomata
sarcophagus sarcophagi
sardonyx sardonyxs
sargasso sargassoes
sargasso sargassa
sari sarees
Satanology Satanologys
satay satays
satiety satietys
Saturday Saturdays
saveloy saveloys
savoy savoys
savvy savvys
sax saxs
saxony saxonys
say says
scalenus scaleni
scapula scapulae
scarf scarves
scatology scatologys
scenery scenerys
schema schemata
scherzando scherzandi
scholium scholia
schoolboy schoolboys
schoolman schoolmen
sciagraphy sciagraphys
sciamachy sciamachys
scientology scientologys
scintigraphy scintigraphys
scirrhus scirrhi
scleroma scleromata
scolex scoleces
scolex scolices
scopa scopae
scopula scopulae
scoria scoriae
Scotchman Scotchwomen
Scotchman Scotchmen
Scotchman Scotchwoman
scotoma scotomata
Scotsman Scotswomen
Scotsman Scotsmen
Scotsman Scotswoman
screenplay screenplays
scriptorium scriptoria
scrotum scrota
scrumpy scrumpys
scurvy scurvys
scutellum scutella
scutum scuta
scyphus scyphi
seaman seamen
seaway seaways
secondo secondi
secrecy secrecys
sedile sedilia
seedsman seedsmen
seismology seismologys
selenography selenographys
selenology selenologys
self selves
self-discovery self-discoverys
self-flattery self-flatterys
self-mastery self-masterys
self-pity self-pitys
semasiology semasiologys
semiology semiologys
senarius senarii
seor seores
sensitivity sensitivitys
sensorium sensoria
sensuality sensualitys
sensum sensa
Sephardi Sephardim
sepoy sepoys
septenarius septenarii
septennium septennia
septillion septillion
septum septa
sequela sequelae
sequestrum sequestra
seraph seraphim
serendipity serendipitys
series series
serigraphy serigraphys
serology serologys
serpula serpulae
serra serrae
serradilla serradillae
serum sera
serviceman servicemen
servicewoman servicewomen
sesterce sestertii
seta setae
severalty severaltys
sex sexs
sexology sexologys
sforzando sforzandi
sgraffito sgraffiti
sheaf sheaves
sheatfish sheatfishes
sheep sheep
shelduck shelduck
shelf shelves
shilly-shally shilly-shallys
shipway shipways
shoebox shoeboxs
shofar shofroth
shopman shopmen
showman showmen
shy shys
Siamese Siamese
sickbay sickbays
sidesman sidesmen
siglum sigla
signalman signalmen
signor signori
silenus sileni
silex silexs
siliqua siliquae
siliqua siliques
silverfish silverfishes
simony simonys
simplex simplexs
simplicity simplicitys
simulacrum simulacra
Sinhalese Sinhalese
sinology sinologys
Sioux Sioux
sistrum sistra
six sixs
ski ski
skilly skillys
skulduggery skulduggerys
skyway skyways
slavery slaverys
slavey slaveys
sley sleys
slideway slideways
slipway slipways
smallpox smallpoxs
smilax smilaxs
smorzando smorzandi
snaggle-tooth snaggle-teeth
snowman snowmen
snuffbox snuffboxs
soakaway soakaways
so-and-so so-and-so`s
soapbox soapboxs
sobriety sobrietys
sociobiology sociobiologys
sociology sociologys
sociometry sociometrys
sodomy sodomys
solarium solaria
solatium solatia
solfeggio solfeggi
solidarity solidaritys
solidity soliditys
solidus solidi
solo soli,solos
somatology somatologys
sonny sonnys
sonobuoy sonobuoys
soprano soprani
sordino sordini
sorosis soroses
sorus sori
soteriology soteriologys
soundbox soundboxs
souvlaki souvlakia
soy soys
spaceman spacewomen
spaceman spacemen
spaceman spacewoman
spadix spadices
spearman spearmen
speciology speciologys
spectrochemistry spectrochemistrys
spectrum spectra
speculum specula
speedway speedways
speleology speleologys
spermatogonium spermatogonia
spermatozoon spermatozoa
sphagnum sphagna
sphinx sphinxs
sphygmology sphygmologys
spiderman spidermen
spillway spillways
spinifex spinifexs
spinney spinneys
spiracle spiracula
spirillum spirilla
splay splays
splenius splenii
splenology splenologys
splenomegaly splenomegalys
spoilsman spoilsmen
spokesman spokeswomen
spokesman spokesmen
spokesman spokeswoman
spokesperson spokespeople
sporangium sporangia
sportsman sportswomen
sportsman sportswoman
sportsman sportsmen
spray sprays
spurry spurreys
sputum sputa
squama squamae
squash squashes
stability stabilitys
stableman stablemen
stadium stadia,stadiums
staff staves
stairway stairways
stapes stapes
staphylococcus staphylococci
stasis stases
statesman stateswomen
statesman statesmen
statesman stateswoman
stationery stationerys
stay stays
steersman steersmen
stela stelae
stemma stemmata
stenography stenographys
stereochemistry stereochemistrys
stereography stereographys
stereometry stereometrys
sternum sterna
sternway sternways
stimulus stimuli
stingray stingrays
stipes stipites
stirps stirpes
stockman stockmen
stoichiometry stoichiometrys
stokes stokes
stoma stomata
stomatology stomatologys
stone stone
stonefish stonefish
storax storaxs
storeman storemen
storey storeys
storey stories
stowaway stowaways
strangury strangurys
strathspey strathspeys
stratigraphy stratigraphys
stratum strata
stratus strati
stray strays
streptococcus streptococci
stria striae
strobila strobilae
strobilus strobili
stroma stromata
strongbox strongboxs
struma strumae
stucco stuccoes
sturdy sturdys
sty styes
stylus styli
styrax styraxs
subgenus subgenera
subman submen
subphylum subphyla
subsellium subsellia
subspecies subspecies
substratum substrata
subway subways
succedaneum succedanea
succory succorys
succubus succubi
Sudanese Sudanese
sudarium sudaria
sudatorium sudatoria
sulcus sulci
summa summae
Sunday Sundays
supercargo supercargoes
superconductivity superconductivitys
superficies superficies
superhighway superhighways
superiority superioritys
superman supermen
supernova supernovae
superstratum superstrata
supertax supertaxs
superwoman superwomen
surrey surreys
surtax surtaxs
survey surveys
Sussex Sussexs
suttee satis
swagman swagmen
Swahili Swahili
swath swathes
sway sways
Sweeney Sweeneys
swine swine
Swiss Swiss
swizz swizzes
swordplay swordplays
swordsman swordsmen
swy swys
syconium syconia
syllabus syllabi
syllepsis syllepses
sylva sylvae
symbiosis symbioses
symphysis symphyses
sympodium sympodia
symposium symposia
symptomatology symptomatologys
synarthrosis synarthroses
synchondrosis synchondroses
synchrony synchronys
syncytium syncytia
syndesis syndeses
synecology synecologys
syngamy syngamys
synopsis synopses
syntagma syntagmata
syntax syntaxs
synthesis syntheses
syssarcosis syssarcoses
tableau tableaux
taboo tabus
tachygraphy tachygraphys
talesman talesmen
tallboy tallboys
tallyman tallymen
talus tali
Tammany Tammanys
Tannoy Tannoys
tarsus tarsi
tautophony tautophonys
tawdry tawdrys
tax taxs
taxidermy taxidermys
taxon taxa
taxonomy taxonomys
teal teal
teapoy teapoys
tearaway tearaways
tectrix tectrices
telamon telamones
telefax telefaxs
telegony telegonys
telegraphy telegraphys
telepathy telepathys
telephony telephonys
telephotography telephotographys
Teletex Teletexs
telex telexs
telling-off tellings-off
Telugu Telegus
temerity temeritys
tempo tempi
tenaculum tenacula
tenantry tenantrys
tench tench
tenuis tenues
tenuity tenuitys
teraph teraphim
teratology teratologys
terminus termini
terotechnology terotechnologys
terramara terramare
terrarium terraria
tertiary tertiarys
terzetto terzetti
tessera tesserae
testa testae
testis testes
testudo testudines
tetany tetanys
tetrahedron tetrahedra
thalamus thalami
thallus thalli
thanatology thanatologys
theca thecae
theocrasy theocrasys
thermochemistry thermochemistrys
thermography thermographys
thesaurus thesauri
thesis theses
theurgy theurgys
thief thieves
thievery thieverys
thixotropy thixotropys
tholos tholoi
thorax thoraces
thremmatology thremmatologys
threnody threnodes
thrips thrips
thrombosis thromboses
thrombus thrombi
throughway throughways
Thursday Thursdays
thymus thymi
thyrsus thyrsi
tibia tibiae
tibiotarsus tibiotarsi
tideway tideways
timothy timothys
titmouse titmice
tmesis tmeses
toadflax toadflaxs
today todays
toffee toffies
toggery toggerys
Togolese Togolese
Tokay Tokays
tomato tomatoes
tomboy tomboys
tomentum tomenta
tomography tomographys
tondo tondi
tonicity tonicitys
tooth teeth
tophus tophi
topi topees
topman topmen
topography topographys
topology topologys
toponymy toponymys
topos topoi
topsy-turvy topsy-turvys
torii torii
tornado tornadoes
torpedo torpedoes
torr torr
torte torten
tortrix tortrixs
torula torulae
torus tori
totality totalitys
tournedos tournedos
tourney tourneys
townsman townswomen
townsman townswoman
townsman townsmen
toxicology toxicologys
toy toys
trabecula trabeculae
trachea tracheae
trackman trackmen
trackway trackways
tradesman tradeswomen
tradesman tradeswoman
tradesman tradesmen
traditor traditores
trainman trainmen
tramway tramways
trapezium trapezia
trauma traumata
travois travois
tray trays
trencherman trenchermen
trey treys
tribesman tribesmen
triboelectricity triboelectricitys
tribology tribologys
trichina trichinae
trichology trichologys
trichopathy trichopathys
triclinium triclinia
triennium triennia
triforium triforia
trigeminus trigemini
trigonometry trigonometrys
triplex triplexs
triploidy triploidys
triquetra triquetrae
triumvir triumviri
trochlea trochleae
trolley trolleys
tropology tropologys
trousseau trousseaux
troy troys
trumeau trumeaux
tubifex tubifexs
Tuesday Tuesdays
tumulus tumuli
tunica tunicae
turf turves
turfman turfmen
turkey turkeys
turnery turnerys
turnkey turnkeys
tutti-frutti -fruttis
tutty tuttys
tux tuxs
tuxedo tuxedoes
tympanum tympana
typography typographys
typology typologys
ubiety ubietys
ufology ufologys
Ugli Uglies
ulna ulnae
Ulsterman Ulstermen
ultimatum ultimata
umbilicus umbilici
umbo umbones
umbra umbrae
unbirthday unbirthdays
underclay underclays
underemphasis underemphases
underlay underlays
understorey understoreys
unguis ungues
ungula ungulae
upholstery upholsterys
uranography uranographys
urbanity urbanitys
urethra urethrae
urinalysis urinalyses
urology urologys
uroscopy uroscopys
usury usurys
uterus uteri
uvula uvulae
vacuum vacuums,vacuums
vacuum vacua
vagina vaginae
vagus vagi
vainglory vainglorys
vallecula valleculae
valley valleys
varix varices
vas vasa
vasculum vascula
VATman VATmen
Vaudois Vaudois
velamen velamina
velleity velleitys
velum vela
venereology venereologys
venery venerys
ventriloquy ventriloquys
veracity veracitys
verruca verrucae
vertebra vertebrae
vertex vertices
vestryman vestrymen
veto vetoes
vexillology vexillologys
vexillum vexilla
viaticum viatica
vibraculum vibracula
viceroy viceroys
videotex videotexs
Viennese Viennese
Vietnamese Vietnamese
villus villi
vinculum vincula
virelay virelays
virginity virginitys
viridity viriditys
virology virologys
virtuoso virtuosi
vis--vis vis--vis
viscus viscera
visibility visibilitys
vitality vitalitys
vitellus vitelli
vitta vittae
vivarium vivaria
volcano volcanoes
volley volleys
vomitorium vomitoria
vortex vortices
votary votaress
vulcanology vulcanologys
wacko wackoes
wadi wadies
wagon-lit wagons-lits
walkway walkways
washday washdays
washerwoman washerwomen
watchman watchmen
waterman watermen
waterway waterways
wax waxs
way ways
weakfish weakfishes
weaponry weaponrys
weatherman weathermen
Wednesday Wednesdays
weekday weekdays
Welshman Welshmen
Welshwoman Welshwomen
werewolf werewolves
wey weys
wharf wharves
wheelsman wheelsmen
wherryman wherrymen
whey wheys
whimsy whimseys
whisky whiskys
whitebait whitebait
whitefish whitefishes
Whitey Whiteys
why whys
wife wives
wildfowl wildfowl
willet willet
wincey winceys
wireman wiremen
witchery witcherys
withe withies
wolf wolves
woman women
woodcock woodcock
woodlouse woodlice
woodman woodmen
woodmouse woodmice
woodsman woodsmen
wordplay wordplays
workbox workboxs
workday workdays
workman workmen
workwoman workwomen
xanthoma xanthomata
xenogamy xenogamys
xerography xerographys
Xerox Xeroxs
xoanon xoana
X-ray X-rays
xylography xylographys
xystus xysti
yachtsman yachtswomen
yachtsman yachtsmen
yachtsman yachtswoman
yen yen
yeoman yeomen
yesterday yesterdays
Yorkshireman Yorkshirewoman
Yorkshireman Yorkshirewomen
Yorkshireman Yorkshiremen
yuan yuan
zany zanys
zedoary zedoarys
Zingaro Zingari
zloty zlotys
zoogeography zoogeographys
zoography zoographys
zoolatry zoolatrys
zoology zoologys
zoomancy zoomancys
zootomy zootomys
zygoma zygomata
zymology zymologys
zymurgy zymurgys
size sizes
